item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,kpi_score,,inventory_value,days_of_inventory,inventory_coverage_days,stockout_risk,holding_cost_exposure,safety_stock,reorder_quantity,excess_inventory_flag,slow_moving_flag,fast_moving_flag,forecast_accuracy_gap,demand_growth_pct,supplier_id
ITM11414,Electronics,469,99,3,8,3.2,9.23,0.58,L38,B,123,2.12,86.53,1.86,6,0.87,914,8.31,0.68,7/28/24,279.97,0.515,,40582.57,146.5625,11.72625638,Medium,872.34,43.0755309,0,YES,NO,NO,257.57,,SUP015
ITM11415,Groceries,444,58,7,9,9.24,4.25,0.91,L3,D,34,3.83,93.13,1.4,6,0.84,266,13.67,0.96,12/22/24,154.9,0.682,,41349.72,48.05194805,20.06455778,Medium,621.6,21.0375,0,YES,NO,YES,90.22,,SUP006
ITM11416,Electronics,448,71,8,9,6.76,1.16,0.83,L85,A,175,4.06,17.58,0.34,1,0.84,219,7.77,0.59,10/10/24,97.15,0.736,,7875.84,66.27218935,32.27997941,Low,152.32,5.742,0,YES,NO,NO,49.83,,SUP014
ITM11417,Apparel,290,47,11,4,9.8,3.81,0.39,L51,A,130,1.29,173.72,1.57,4,0.88,659,7.67,0.87,10/3/24,122.09,0.615,,50378.8,29.59183673,16.62707838,Medium,455.3,12.573,0,YES,NO,NO,53.49,,SUP011
ITM11418,Pharma,406,32,3,6,48.54,2.31,0.56,L36,A,108,4.71,199.16,0.78,3,0.86,407,7.59,0.81,5/15/24,166.98,0.697,,80858.96,8.364235682,17.0200024,Medium,316.68,9.336230155,0,YES,NO,NO,172.8,,SUP014
ITM11419,Apparel,158,31,6,3,28.03,6.69,0.78,L2,D,99,4.03,185.41,1.63,9,0.74,235,9.72,0.6,12/4/24,293.14,0.455,,29294.78,5.636817695,3.772941257,Medium,257.54,19.11924284,0,YES,NO,NO,96.93,,SUP003
ITM11420,Electronics,200,13,12,3,23.94,0.78,0.27,L73,B,12,4.36,173.53,1.92,8,0.76,774,6.15,0.61,5/24/24,192.22,0.404,,34706,8.354218881,7.283321194,Medium,384,2.229149389,0,YES,NO,NO,24.64,,SUP010
ITM11421,Electronics,449,58,10,8,49.24,3.27,0.13,L88,A,139,1.15,198.59,0.58,1,0.74,919,12.22,0.55,6/1/24,54.87,0.743,,89166.91,9.118602762,57.28084564,Low,260.42,15.26077855,0,YES,NO,YES,289.81,,SUP012
ITM11422,Automotive,49,68,12,6,28.29,5.68,0.87,L100,B,14,1.15,182.48,1.73,2,0.91,873,5,0.4,5/1/24,254.51,0.516,,8941.52,1.732060799,1.347687714,High,84.77,22.95661787,19,NO,YES,NO,56.48,,SUP009
ITM11423,Groceries,76,82,11,6,33.39,3.13,0.22,L96,C,29,1.87,140.79,1.57,0,0.86,793,5.19,0.89,2/19/24,62.62,0.662,,10700.04,2.276130578,8.495688279,High,119.32,12.65038978,6,NO,NO,NO,171.11,,SUP009
ITM11424,Groceries,251,77,5,7,17.31,5.73,0.9,L7,C,47,0.79,41.68,1.38,9,0.83,963,9.24,0.37,1/26/24,21.24,0.445,,10461.68,14.50028885,82.7212806,Medium,346.38,25.01425577,0,YES,NO,NO,99.93,,SUP004
ITM11425,Apparel,165,80,13,6,19.72,1.59,0.92,L78,C,110,0.91,39.71,0.83,4,0.94,728,4.64,0.93,7/20/24,39.06,0.673,,6552.15,8.367139959,29.56989247,Medium,136.95,6.42623634,0,YES,YES,NO,98.98,,SUP011
ITM11426,Pharma,454,96,4,8,30.13,9.46,0.51,L96,D,137,1.14,19.27,0.31,2,0.8,867,2.26,0.49,10/19/24,237.98,0.617,,8748.58,15.0680385,13.35406337,Low,140.74,44.14891899,0,YES,YES,NO,27.07,,SUP002
ITM11427,Groceries,403,11,6,8,4.42,3.26,0.83,L64,D,111,3.71,88.25,1.02,3,0.87,210,3.88,0.22,10/8/24,271.55,0.508,,35564.75,91.17647059,10.3885104,Medium,411.06,15.2141095,0,YES,YES,NO,240.61,,SUP014
ITM11428,Automotive,67,58,4,2,13.54,9.27,0.43,L37,A,45,0.64,163.68,0.3,3,0.72,333,13.79,0.33,9/8/24,87.78,0.704,,10966.56,4.948301329,5.342902711,Medium,20.1,21.63110354,0,NO,NO,YES,7,,SUP006
ITM11429,Apparel,213,97,3,4,10.64,3.6,0.87,L100,C,108,0.87,103.16,1.05,5,0.92,233,1.15,0.91,3/19/24,154.45,0.576,,21973.08,20.01879699,9.653609582,Medium,223.65,11.88,0,YES,YES,NO,79.97,,SUP007
ITM11430,Apparel,243,40,14,9,1.78,7.93,0.84,L30,B,122,4.75,79.6,1.66,9,0.91,586,2.87,0.3,1/28/24,183.19,0.334,,19342.8,136.5168539,9.285441345,Medium,403.38,39.2535,0,YES,YES,NO,170.73,,SUP005
ITM11431,Automotive,155,49,5,7,27.31,2.84,0.17,L78,D,46,0.88,30.75,2,6,0.94,191,11.61,0.79,7/3/24,131.42,0.581,,4766.25,5.675576712,8.255973216,Medium,310,12.39799064,0,YES,NO,NO,59.75,,SUP008
ITM11432,Pharma,41,57,9,8,28.49,6.86,0.62,L46,B,63,2.92,19.83,0.48,6,0.97,744,14.72,0.35,1/2/24,28.94,0.692,,813.03,1.439101439,9.9170698,High,19.68,32.01496663,16,NO,NO,YES,170.49,,SUP012
ITM11433,Automotive,25,60,3,2,19.81,3.58,0.68,L29,B,158,3.39,85.84,0.49,7,0.93,645,10.63,0.6,8/6/24,26.43,0.659,,2146,1.261988894,6.621263715,High,12.25,8.353759513,35,NO,NO,NO,112.24,,SUP005
ITM11434,Pharma,223,52,4,7,14.17,5.34,0.1,L82,A,158,4.81,28.99,1.64,2,0.95,280,13.91,0.36,2/14/24,137.7,0.643,,6464.77,15.73747354,11.3362382,Low,365.72,23.3117148,0,YES,NO,YES,38.51,,SUP005
ITM11435,Automotive,258,64,3,4,32.95,6.9,0.98,L25,A,101,4.55,29.67,0.99,4,0.8,517,12.97,0.47,5/30/24,241.38,0.648,,7654.86,7.830045524,7.481978623,Medium,255.42,22.77,0,YES,NO,YES,10.73,,SUP001
ITM11436,Automotive,204,97,10,7,7.6,6.09,0.47,L80,B,79,2.48,85.12,1.84,9,0.8,952,7.72,0.3,12/4/24,34.54,0.359,,17364.48,26.84210526,41.34337001,Medium,375.36,26.58583205,0,YES,NO,NO,18.66,,SUP006
ITM11437,Electronics,379,58,7,2,26.41,5.97,0.57,L33,B,93,4.74,105.54,1.56,5,0.98,437,5.67,0.64,11/16/24,69.65,0.544,,39999.66,14.35062476,38.09045226,Medium,591.24,13.9307107,0,YES,NO,NO,115.22,,SUP009
ITM11438,Apparel,311,99,10,5,38.64,1.12,0.28,L87,B,173,2.45,45.47,1.5,5,0.97,784,9.85,0.49,11/3/24,88.23,0.573,,14141.17,8.048654244,24.67414712,Medium,466.5,4.132253622,0,YES,NO,NO,182.25,,SUP014
ITM11439,Automotive,354,89,5,9,9.05,2.87,0.65,L97,B,20,3.51,140.08,0.29,7,0.86,207,8.47,0.49,9/2/24,172.15,0.614,,49588.32,39.1160221,14.39442347,Medium,102.66,14.2065,0,YES,NO,NO,108.8,,SUP007
ITM11440,Automotive,239,66,14,8,37.91,5.93,0.83,L93,C,97,1.67,89.55,0.17,4,0.81,367,1.36,0.23,4/12/24,22.53,0.529,,21402.45,6.30440517,74.25654683,Medium,40.63,27.6747452,0,YES,YES,NO,242.84,,SUP001
ITM11441,Groceries,135,86,9,9,38.28,0.67,0.63,L99,B,96,3.36,27.47,0.7,4,0.96,234,14.4,0.31,2/19/24,259.41,0.696,,3708.45,3.526645768,3.642881924,Medium,94.5,3.3165,0,NO,NO,YES,8.55,,SUP013
ITM11442,Apparel,332,24,10,4,3.94,2.88,0.81,L85,D,40,2.92,131.04,0.51,0,0.8,470,8.98,0.77,1/14/24,146.51,0.783,,43505.28,84.26395939,15.86239847,Low,169.32,9.504,0,YES,NO,NO,118.93,,SUP007
ITM11443,Groceries,68,36,8,3,1.92,2.68,0.76,L88,A,110,3.23,77.82,1.45,0,0.75,232,13.24,0.43,4/15/24,150.72,0.668,,5291.76,35.41666667,3.158174098,Low,98.6,7.659128671,0,NO,NO,YES,137.28,,SUP008
ITM11444,Apparel,192,77,9,4,48.72,2.87,0.31,L18,D,174,3.57,19.94,0.96,5,0.89,646,11.28,0.55,3/28/24,104.69,0.642,,3828.48,3.9408867,12.83790238,Medium,184.32,9.471,0,YES,NO,NO,236.35,,SUP013
ITM11445,Groceries,101,89,14,4,10.48,5.59,0.49,L81,A,69,1.28,190.12,1.09,9,0.71,626,5.77,0.81,11/22/24,71.48,0.492,,19202.12,9.63740458,9.890878567,Medium,110.09,18.447,0,NO,NO,NO,1.88,,SUP003
ITM11446,Automotive,341,73,4,4,41.28,6.03,0.23,L13,A,70,1.86,118.53,1.65,9,0.81,101,13.62,0.56,5/29/24,115.46,0.511,,40418.73,8.260658915,20.67382643,Medium,562.65,19.899,0,YES,NO,YES,173.5,,SUP008
ITM11447,Automotive,352,39,10,5,28.53,9.14,0.14,L81,A,76,3.81,100.77,1.01,4,0.94,52,12.07,0.38,2/11/24,274.89,0.644,,35471.04,12.33788994,8.963585434,Medium,355.52,33.72214117,0,YES,NO,YES,75.18,,SUP008
ITM11448,Electronics,64,45,7,8,13.96,4.17,0.16,L83,D,166,1.24,173.24,1.14,9,0.79,126,7.02,0.64,8/30/24,37.33,0.486,,11087.36,4.584527221,12.00107152,Medium,72.96,19.46099283,0,NO,NO,NO,60.39,,SUP003
ITM11449,Groceries,354,76,9,2,7.37,9.3,0.95,L6,A,88,2.05,187.98,1.7,5,0.98,696,12.77,0.84,2/29/24,27.61,0.664,,66544.92,48.03256445,89.75009055,Medium,601.8,21.70110711,0,YES,NO,YES,23.98,,SUP008
ITM11450,Pharma,39,95,3,8,25.34,6.69,0.99,L40,B,80,3.5,51.86,0.92,8,0.99,887,4.8,0.68,6/6/24,43.19,0.546,,2022.54,1.539068666,6.320907618,High,35.88,31.22159282,56,NO,YES,NO,134.19,,SUP009
ITM11451,Electronics,467,95,7,3,20.96,9.17,0.19,L57,B,76,4.72,163.93,0.26,7,0.94,631,10.39,0.54,7/22/24,235.32,0.669,,76555.31,22.28053435,13.89172191,Medium,121.42,26.20679474,0,YES,NO,NO,88.6,,SUP010
ITM11452,Groceries,240,58,3,2,35.25,8.42,0.4,L5,C,137,0.84,167.91,1.09,6,1,723,2.6,0.3,8/29/24,24.04,0.466,,40298.4,6.808510638,69.88352745,Medium,261.6,19.64766902,0,YES,YES,NO,222.71,,SUP010
ITM11453,Groceries,142,85,14,7,45.3,7.03,0.2,L75,C,120,2.82,20.34,1.2,6,0.86,657,13.12,0.4,9/7/24,106.62,0.587,,2888.28,3.134657837,9.322828738,Medium,170.4,30.68939233,0,NO,NO,YES,210.48,,SUP013
ITM11454,Electronics,253,64,10,7,40.46,3.88,0.85,L47,C,25,0.87,145.27,1.07,5,0.87,65,11.21,0.96,12/4/24,133.21,0.708,,36753.31,6.253089471,13.29479769,Medium,270.71,16.93809989,0,YES,NO,NO,150.01,,SUP004
ITM11455,Automotive,240,94,6,7,14.45,2.79,0.55,L94,B,54,2.21,21.96,0.59,5,0.95,279,3.14,0.82,5/15/24,157.06,0.637,,5270.4,16.60899654,10.69654909,Medium,141.6,12.17971616,0,YES,YES,NO,55.91,,SUP006
ITM11456,Groceries,342,65,6,2,44.07,2.61,0.66,L17,D,43,1.29,122.99,0.53,0,0.85,953,1.3,0.27,2/16/24,10.93,0.588,,42062.58,7.760381212,219.0301921,Low,181.26,6.090310706,0,YES,YES,NO,297.56,,SUP006
ITM11457,Automotive,358,77,4,6,41.84,9.55,0.59,L12,C,53,3.42,137.15,0.8,6,0.82,966,6.46,0.2,11/24/24,151.16,0.49,,49099.7,8.556405354,16.57845991,Medium,286.4,38.59783462,0,YES,NO,NO,141.72,,SUP013
ITM11458,Electronics,22,53,7,5,46.53,9.61,0.74,L38,B,126,3.91,79.74,0.42,4,0.88,938,10.45,0.34,10/5/24,66.53,0.661,,1754.28,0.472813239,2.314745228,High,9.24,35.45621189,31,NO,NO,NO,259.18,,SUP003
ITM11459,Automotive,201,40,3,6,23.47,7.39,0.39,L42,A,134,1.61,177.35,1.37,6,0.9,316,4.96,0.96,7/17/24,38.38,0.581,,35647.35,8.564124414,36.6597186,Medium,275.37,29.86785318,0,YES,YES,NO,125.91,,SUP012
ITM11460,Apparel,225,67,11,8,38.66,8.9,0.22,L96,D,112,3.71,162.1,1.27,5,0.93,355,14.63,0.66,4/4/24,164.66,0.686,,36472.5,5.81996896,9.565164582,Medium,285.75,41.53545233,0,YES,NO,YES,105.96,,SUP005
ITM11461,Pharma,339,96,7,7,29.99,9.23,0.12,L54,D,129,2.51,185.93,1.3,7,0.9,904,14.09,0.87,7/8/24,225.8,0.672,,63030.27,11.30376792,10.50930027,Medium,440.7,40.29346959,0,YES,NO,YES,15.87,,SUP007
ITM11462,Groceries,59,62,8,5,16.21,5.36,0.5,L23,B,179,1.78,69.83,0.53,2,0.92,55,9.37,0.57,7/14/24,281.08,0.73,,4119.97,3.639728563,1.469332574,High,31.27,19.77578519,3,NO,NO,NO,167.61,,SUP006
ITM11463,Pharma,78,93,4,2,49.73,6.48,0.92,L26,B,44,2.86,14.09,0.57,7,0.9,159,5.42,0.86,7/8/24,274.67,0.627,,1099.02,1.568469737,1.987839953,High,44.46,15.12077141,15,NO,NO,NO,73.44,,SUP002
ITM11464,Automotive,458,88,12,7,2.88,4.48,0.37,L17,A,135,2.21,164.18,1.6,6,0.84,192,13.55,0.23,4/5/24,125.71,0.515,,75194.44,159.0277778,25.50314215,Medium,732.8,19.55739369,0,YES,NO,YES,105.55,,SUP009
ITM11465,Groceries,81,32,12,2,8.95,4.48,0.28,L70,A,84,1.53,52.37,1.41,0,0.74,956,12.25,0.54,8/16/24,214.18,0.678,,4241.97,9.05027933,2.647306004,Low,114.21,10.45386665,0,YES,NO,YES,151.53,,SUP004
ITM11466,Automotive,151,37,3,5,44.73,0.87,0.93,L47,A,93,3.91,98.76,1.76,2,0.94,716,2.21,0.5,1/23/24,211.73,0.501,,14912.76,3.375810418,4.992207056,Low,265.76,3.209875582,0,YES,YES,NO,101.38,,SUP008
ITM11467,Apparel,79,25,6,2,3.97,4.62,0.19,L68,D,167,4.09,165.29,0.87,9,0.71,256,7.67,0.99,5/14/24,129.51,0.575,,13057.91,19.89924433,4.269940545,Medium,68.73,10.78054999,0,YES,NO,NO,101.72,,SUP003
ITM11468,Electronics,391,46,9,2,44.45,6.9,0.15,L65,D,62,4.1,51.07,1.14,3,1,478,14.74,0.44,8/13/24,38.48,0.711,,19968.37,8.79640045,71.12785863,Medium,445.74,16.10082141,0,YES,NO,YES,272.67,,SUP014
ITM11469,Groceries,350,30,8,3,36.05,4.51,0.89,L35,C,67,2.22,69.26,1.5,8,0.95,215,7.35,0.53,8/26/24,120.78,0.484,,24241,9.708737864,20.28481537,Medium,525,12.88905608,0,YES,NO,NO,131.57,,SUP006
ITM11470,Apparel,141,88,12,8,2.8,8.79,0.73,L22,C,165,1.26,93.43,1.95,5,0.9,309,14.06,0.81,5/14/24,297.78,0.634,,13173.63,50.35714286,3.314527504,Medium,274.95,41.0220928,0,NO,NO,YES,278.18,,SUP010
ITM11471,Apparel,498,26,3,6,22.04,3.66,0.48,L33,C,152,4.28,61.65,1.98,6,0.99,734,14.68,0.9,4/25/24,170.96,0.656,,30701.7,22.59528131,20.39073467,Medium,986.04,14.79246856,0,YES,NO,YES,16.68,,SUP008
ITM11472,Groceries,126,46,3,9,37.97,1.76,0.78,L62,D,175,1.98,97.65,2,4,0.88,443,6.42,0.9,5/17/24,109,0.562,,12303.9,3.31840927,8.091743119,Medium,252,8.712,0,YES,NO,NO,156.79,,SUP005
ITM11473,Automotive,115,86,10,6,29.57,8.21,0.77,L38,A,59,3.87,11.82,1.79,2,0.72,170,14.5,0.52,10/15/24,225.71,0.622,,1359.3,3.889076767,3.566523415,Low,205.85,33.1820128,0,NO,NO,YES,18.72,,SUP001
ITM11474,Apparel,366,28,6,6,46.86,6.9,0.14,L96,C,150,4.18,50.32,1.32,4,0.87,999,2.93,0.96,2/1/24,209.03,0.593,,18417.12,7.81049936,12.25661388,Medium,483.12,27.88744072,0,YES,YES,NO,118.99,,SUP007
ITM11475,Pharma,433,39,7,4,43.51,2.8,0.71,L44,A,120,3.96,168.19,0.11,6,0.78,462,3.24,0.72,3/18/24,177.85,0.612,,72826.27,9.951735233,17.0424515,Medium,47.63,9.24,0,YES,YES,NO,126.72,,SUP014
ITM11476,Apparel,254,54,9,3,17.3,5.6,0.68,L15,A,172,2.25,88.56,1.43,8,0.81,189,4.87,0.88,12/22/24,194.86,0.5,,22494.24,14.68208092,9.124499641,Medium,363.22,16.00414946,0,YES,YES,NO,73.76,,SUP007
ITM11477,Automotive,405,27,10,9,5.15,4.32,0.97,L60,A,120,4.72,130.92,0.55,8,0.84,217,7.55,0.94,12/7/24,179.63,0.642,,53022.6,78.6407767,15.78244169,Medium,222.75,21.384,0,YES,NO,NO,143.58,,SUP006
ITM11478,Automotive,81,87,12,7,47.27,9.42,0.97,L10,C,161,3.47,54.13,0.21,7,0.93,133,3.53,0.39,2/19/24,287.32,0.55,,4384.53,1.713560398,1.973409439,High,17.01,41.12291263,6,NO,YES,NO,43.57,,SUP012
ITM11479,Pharma,275,71,9,7,26.35,6.27,0.44,L19,C,129,3.09,133.48,1.42,4,0.85,470,5.76,0.6,2/13/24,157.65,0.545,,36707,10.43643264,12.21059309,Medium,390.5,27.37162019,0,YES,NO,NO,26.8,,SUP011
ITM11480,Apparel,68,45,4,7,4.65,2,0.63,L97,A,74,3.64,200,1.54,6,0.84,755,2.45,0.67,12/8/24,181.16,0.461,,13600,14.62365591,2.627511592,Medium,104.72,8.730979327,0,NO,YES,NO,148.61,,SUP012
ITM11481,Automotive,412,93,6,6,41.01,5.27,0.23,L29,C,115,0.7,123.1,1.35,3,0.79,837,7.02,0.84,6/25/24,146.78,0.625,,50717.2,10.04633016,19.64845347,Medium,556.2,21.29953806,0,YES,NO,NO,140.29,,SUP004
ITM11482,Groceries,367,61,12,8,43.56,8.69,0.16,L87,B,100,2.26,129.39,0.79,9,0.86,317,12.58,0.52,10/4/24,184.06,0.585,,47486.13,8.425160698,13.95740519,Medium,289.93,40.55540233,0,YES,NO,YES,120.86,,SUP002
ITM11483,Electronics,178,28,14,6,32.33,6.88,0.49,L93,C,155,4.47,31.19,1.07,4,0.77,87,9.33,0.37,7/30/24,268.34,0.565,,5551.82,5.505722239,4.643362898,Medium,190.46,27.80660756,0,YES,NO,NO,42.03,,SUP014
ITM11484,Electronics,143,53,3,9,22.93,8.5,0.72,L87,A,35,1.22,86.64,1.88,3,0.78,975,12.34,0.79,10/28/24,108.53,0.631,,12389.52,6.236371566,9.223256243,Medium,268.84,42.075,0,YES,NO,YES,51.98,,SUP014
ITM11485,Electronics,336,16,12,8,33.45,2.88,0.61,L51,A,166,2.36,173.54,1.49,2,0.93,352,2.9,0.67,4/26/24,153.81,0.57,,58309.44,10.04484305,15.29159352,Low,500.64,13.4406857,0,YES,YES,NO,80.34,,SUP009
ITM11486,Apparel,226,53,11,3,35.63,8.94,0.49,L72,D,81,2.32,168.51,1.06,0,0.8,387,6.59,0.92,10/10/24,140.1,0.726,,38083.26,6.342969408,11.29193433,Low,239.56,25.54948146,0,YES,NO,NO,109.31,,SUP002
ITM11487,Pharma,67,77,5,8,44.76,7.68,0.84,L47,D,53,2.1,109.26,1.23,4,0.72,803,1.55,0.72,2/1/24,125.41,0.506,,7320.42,1.496872207,3.739733674,High,82.41,35.84182852,10,NO,YES,NO,187.91,,SUP006
ITM11488,Automotive,428,43,14,9,47.84,7.42,0.81,L12,A,99,3.03,181.66,1.86,1,0.8,379,6.18,0.21,7/17/24,248.1,0.478,,77750.48,8.946488294,12.0757759,Low,796.08,36.729,0,YES,NO,NO,86.78,,SUP002
ITM11489,Groceries,439,75,5,2,26.2,3.79,0.76,L51,B,142,4.98,37.16,0.85,5,0.89,248,9.6,0.97,9/24/24,77.26,0.715,,16313.24,16.75572519,39.77478644,Medium,373.15,8.843784512,0,YES,NO,NO,106.14,,SUP012
ITM11490,Groceries,155,78,12,6,40.13,8.93,0.17,L2,D,170,1.65,135.06,0.29,4,0.94,859,8.96,0.67,8/2/24,154.98,0.732,,20934.3,3.862447047,7.000903342,Medium,44.95,36.09200662,0,NO,NO,NO,125.93,,SUP003
ITM11491,Apparel,220,64,11,7,48.26,6.56,0.82,L34,A,133,3.67,57.29,0.72,1,0.99,54,1.84,0.68,10/1/24,278.14,0.667,,12603.8,4.558640696,5.536780039,Low,158.4,28.63761219,0,YES,YES,NO,59.68,,SUP009
ITM11492,Electronics,269,19,12,2,8.41,8.59,0.93,L69,D,14,3.91,132.66,0.89,7,0.92,481,1.87,0.93,12/17/24,56.76,0.566,,35685.54,31.98573127,33.17477097,Medium,239.41,20.04435593,0,YES,YES,NO,2.11,,SUP009
ITM11493,Apparel,333,51,5,6,1.9,3.93,0.15,L16,D,136,3.13,26.61,0.62,4,0.83,420,5.27,0.73,8/31/24,11.35,0.64,,8861.13,175.2631579,205.3744493,Medium,206.46,15.88371624,0,YES,NO,NO,1.95,,SUP003
ITM11494,Pharma,376,50,10,5,43.58,1.88,0.46,L59,A,122,0.94,189.29,1.11,1,0.79,944,11.8,0.58,10/20/24,86.91,0.7,,71173.04,8.627810922,30.28420205,Low,417.36,6.936282866,0,YES,NO,YES,218.15,,SUP012
ITM11495,Pharma,387,86,4,4,10.57,3.66,0.99,L48,C,120,3.08,159.4,0.68,0,0.74,916,1.29,0.29,4/30/24,277.47,0.555,,61687.8,36.61305582,9.763217645,Low,263.16,12.078,0,YES,YES,NO,203.48,,SUP008
ITM11496,Automotive,448,78,5,6,3.08,4.83,0.64,L87,B,173,4.79,48.18,0.3,1,0.89,152,9.62,0.97,8/31/24,35.41,0.85,,21584.64,145.4545455,88.56255295,Low,134.4,19.52120851,0,YES,NO,NO,13.85,,SUP013
ITM11497,Automotive,337,19,4,5,8.84,5.57,0.56,L96,C,86,2.04,131.08,0.46,0,0.85,484,3.57,0.26,6/2/24,49.75,0.624,,44173.96,38.12217195,47.41708543,Low,155.02,20.55058275,0,YES,YES,NO,12.13,,SUP014
ITM11498,Pharma,314,19,3,9,19.82,5.35,0.26,L87,A,22,3.38,154.24,1.84,9,0.9,957,14.22,0.34,2/10/24,102.9,0.474,,48431.36,15.84258325,21.36054422,Medium,577.76,26.4825,0,YES,NO,YES,35.84,,SUP006
ITM11499,Pharma,499,69,4,3,11.74,5.69,0.61,L34,A,162,4.82,49.79,1.3,9,0.77,699,7.02,0.86,7/21/24,233.21,0.51,,24845.21,42.50425894,14.9779169,Medium,648.7,16.26135901,0,YES,NO,NO,151.03,,SUP006
ITM11500,Pharma,333,60,10,5,15.96,8.5,0.5,L75,B,67,4.09,27.73,0.7,2,0.8,854,1.67,0.59,1/18/24,227.87,0.59,,9234.09,20.86466165,10.22951683,Low,233.1,31.36085338,0,YES,YES,NO,116.15,,SUP004
ITM11501,Apparel,228,30,11,3,48.79,2.12,0.21,L49,A,139,3.6,76.84,0.8,2,0.79,430,10.99,0.34,9/14/24,35.25,0.653,,17519.52,4.673088748,45.27659574,Low,182.4,6.058713725,0,YES,NO,NO,306.28,,SUP008
ITM11502,Pharma,374,17,4,6,35.52,3.5,0.52,L82,D,97,4.87,35.79,1.04,9,0.94,115,7.78,0.43,10/19/24,280.81,0.494,,13385.46,10.52927928,9.323029807,Medium,388.96,14.14580326,0,YES,NO,NO,32.17,,SUP005
ITM11503,Groceries,230,74,9,3,35.9,8.94,0.25,L48,B,45,1.27,117.49,1.38,0,0.75,628,13.34,1,9/21/24,79.26,0.79,,27022.7,6.406685237,20.31289427,Low,317.4,25.54948146,0,YES,NO,YES,172.04,,SUP015
ITM11504,Electronics,211,87,7,5,5.64,5.82,0.76,L14,C,34,3.98,90.58,1.21,6,0.88,319,10.13,0.67,10/19/24,91.38,0.604,,19112.38,37.41134752,16.16327424,Medium,255.31,21.47296079,0,YES,NO,NO,51.9,,SUP002
ITM11505,Pharma,63,94,5,8,36.87,6.04,0.98,L87,B,43,2.33,97.86,1.87,9,0.72,96,10.7,0.52,12/12/24,122.06,0.424,,6165.18,1.708706265,3.612977224,High,117.81,28.18810473,31,NO,NO,NO,136.03,,SUP011
ITM11506,Electronics,48,39,11,4,37.23,5.04,0.52,L30,C,149,2.12,113.14,1.29,6,0.86,965,11.74,0.9,11/13/24,194,0.66,,5430.72,1.289282836,1.731958763,Medium,61.92,16.632,0,NO,NO,YES,66.61,,SUP010
ITM11507,Apparel,78,94,8,2,33.33,5.72,0.67,L61,A,28,2.84,196.59,1.83,8,0.72,414,6.88,0.58,3/16/24,161.18,0.409,,15334.02,2.340234023,3.387517062,High,142.74,13.3473476,16,NO,NO,NO,72.13,,SUP010
ITM11508,Electronics,90,58,13,2,12.19,2.38,0.49,L4,C,123,0.65,160.6,0.11,4,0.75,930,12.1,0.45,3/2/24,279.3,0.71,,14454,7.383100902,2.255639098,Medium,9.9,5.553616659,0,NO,NO,YES,193.97,,SUP007
ITM11509,Apparel,111,18,3,4,21.73,5.7,0.22,L80,C,115,1.91,129.6,1.79,3,0.73,229,1.71,0.33,8/17/24,173.74,0.396,,14385.6,5.108145421,4.472199839,Medium,198.69,18.81,0,YES,YES,NO,21.63,,SUP011
ITM11510,Groceries,284,26,7,7,42.47,9.97,0.97,L72,C,46,1.25,79.1,1.47,4,0.8,117,11.72,0.8,3/29/24,258.54,0.649,,22464.4,6.687073228,7.689332405,Medium,417.48,43.52393194,0,YES,NO,YES,38.75,,SUP012
ITM11511,Apparel,402,78,9,2,33.84,5.88,0.22,L42,B,116,1.12,15.14,0.43,7,0.8,164,9.91,0.68,3/26/24,32.68,0.645,,6086.28,11.87943262,86.10771114,Medium,172.86,13.72069998,0,YES,NO,NO,204.2,,SUP002
ITM11512,Apparel,239,67,6,9,36.91,0.92,0.2,L79,D,138,2.02,32.14,0.6,7,0.95,75,8.93,0.27,4/18/24,258.21,0.563,,7681.46,6.47520997,6.479222338,Medium,143.4,4.554,0,YES,NO,NO,0.16,,SUP005
ITM11513,Automotive,409,66,10,6,29.78,8.07,0.51,L29,C,69,4.11,148.86,1.13,3,0.77,608,5.45,0.67,4/8/24,67.34,0.588,,60883.74,13.7340497,42.51559252,Medium,462.17,32.61618067,0,YES,NO,NO,141.12,,SUP007
ITM11514,Pharma,432,71,12,7,23.03,4.27,0.69,L83,B,76,1.4,80.15,0.34,7,0.73,256,2.6,0.33,3/5/24,115.14,0.473,,34624.8,18.75814155,26.263679,Medium,146.88,18.64064086,0,YES,YES,NO,46.07,,SUP011
ITM11515,Pharma,461,61,7,6,38.19,1.96,0.42,L9,B,88,2.89,73.54,1.59,3,0.88,122,10.06,0.99,1/22/24,102.77,0.689,,33901.94,12.07122283,31.40021407,Medium,732.99,7.921649828,0,YES,NO,NO,164.56,,SUP009
ITM11516,Groceries,420,70,11,5,4.33,8.69,0.27,L82,D,120,3.87,178.91,1.6,3,0.91,308,7.6,0.41,8/4/24,107.81,0.545,,75142.2,96.99769053,27.27019757,Medium,672,32.0618607,0,YES,NO,NO,77.5,,SUP002
ITM11517,Groceries,419,49,11,9,33.98,2.38,0.84,L60,B,57,1.58,102.06,0.67,7,0.79,435,4.05,0.76,2/10/24,276.42,0.557,,42763.14,12.33078281,10.61066493,Medium,280.73,11.781,0,YES,YES,NO,38.56,,SUP009
