sales_order_id,customer_id,item_id,order_date,quantity_ordered,unit_price,sales_revenue,order_status
SO11888,CUST0251,ITM11041,2024-10-07,10,30.12,301.2,Fulfilled
SO11889,CUST0255,ITM10493,2024-08-16,2,42.27,84.54,Fulfilled
SO11890,CUST0313,ITM10026,2024-09-15,9,64.69,582.21,Fulfilled
SO11891,CUST0287,ITM12264,2024-09-08,2,110.53,221.06,Fulfilled
SO11892,CUST0013,ITM12423,2024-12-01,24,177.46,4259.04,Fulfilled
SO11893,CUST0338,ITM10344,2024-11-29,15,192.6,2889.0,Fulfilled
SO11894,CUST0262,ITM11164,2024-05-30,2,194.57,389.14,Fulfilled
SO11895,CUST0459,ITM12602,2024-04-28,11,122.0,1342.0,Fulfilled
SO11896,CUST0084,ITM12274,2024-01-04,3,193.58,580.74,Fulfilled
SO11897,CUST0305,ITM13012,2024-08-14,6,80.11,480.66,Fulfilled
SO11898,CUST0071,ITM12768,2024-08-14,8,169.95,1359.6,Backordered
SO11899,CUST0061,ITM11352,2024-10-07,6,58.09,348.54,Fulfilled
SO11900,CUST0067,ITM11695,2024-12-19,18,63.71,1146.78,Backordered
SO11901,CUST0385,ITM11186,2024-01-06,12,197.49,2369.88,Fulfilled
SO11902,CUST0131,ITM11117,2024-03-21,3,60.83,182.49,Fulfilled
SO11903,CUST0436,ITM10441,2024-01-15,14,102.19,1430.66,Backordered
SO11904,CUST0454,ITM11642,2024-07-15,18,92.78,1670.04,Fulfilled
SO11905,CUST0016,ITM10211,2024-11-12,20,99.77,1995.4,Fulfilled
SO11906,CUST0162,ITM12763,2024-04-01,10,30.35,303.5,Fulfilled
SO11907,CUST0327,ITM12257,2024-02-02,3,100.85,302.55,Fulfilled
SO11908,CUST0244,ITM10880,2024-12-31,9,68.93,620.37,Fulfilled
SO11909,CUST0026,ITM11391,2024-02-09,24,172.47,4139.28,Fulfilled
SO11910,CUST0181,ITM12291,2024-12-08,13,70.84,920.92,Fulfilled
SO11911,CUST0262,ITM12863,2024-08-13,19,57.76,1097.44,Fulfilled
SO11912,CUST0323,ITM11563,2024-10-11,13,165.06,2145.78,Backordered
SO11913,CUST0490,ITM11159,2024-12-02,3,102.0,306.0,Fulfilled
SO11914,CUST0339,ITM12756,2024-05-10,2,34.09,68.18,Fulfilled
SO11915,CUST0153,ITM10998,2024-11-05,1,103.52,103.52,Fulfilled
SO11916,CUST0127,ITM10137,2024-10-05,22,169.52,3729.44,Fulfilled
SO11917,CUST0296,ITM10177,2024-10-04,22,191.24,4207.28,Fulfilled
SO11918,CUST0386,ITM11611,2024-02-01,4,116.02,464.08,Fulfilled
SO11919,CUST0256,ITM10431,2024-05-20,11,22.12,243.32,Fulfilled
SO11920,CUST0214,ITM10967,2024-12-21,13,182.07,2366.91,Fulfilled
SO11921,CUST0067,ITM13073,2024-02-06,19,138.03,2622.57,Fulfilled
SO11922,CUST0015,ITM12808,2024-05-17,19,177.18,3366.42,Fulfilled
SO11923,CUST0079,ITM10283,2024-02-19,16,14.78,236.48,Fulfilled
SO11924,CUST0170,ITM10283,2024-02-18,15,14.78,221.7,Fulfilled
SO11925,CUST0239,ITM11331,2024-02-08,16,171.59,2745.44,Fulfilled
SO11926,CUST0341,ITM11649,2024-01-21,5,107.91,539.55,Backordered
SO11927,CUST0361,ITM11817,2024-04-15,18,59.98,1079.64,Fulfilled
SO11928,CUST0259,ITM11834,2024-06-28,8,186.84,1494.72,Fulfilled
SO11929,CUST0070,ITM12591,2024-03-24,15,42.79,641.85,Fulfilled
SO11930,CUST0031,ITM10630,2024-06-14,7,53.28,372.96,Fulfilled
SO11931,CUST0330,ITM11215,2024-11-12,12,149.01,1788.12,Fulfilled
SO11932,CUST0269,ITM12200,2024-12-19,6,113.49,680.94,Fulfilled
SO11933,CUST0121,ITM11601,2024-10-15,18,182.52,3285.36,Fulfilled
SO11934,CUST0090,ITM13123,2024-07-03,23,53.23,1224.29,Fulfilled
SO11935,CUST0449,ITM12794,2024-08-22,6,24.6,147.6,Fulfilled
SO11936,CUST0174,ITM10786,2024-04-07,7,78.48,549.36,Fulfilled
SO11937,CUST0322,ITM12269,2024-12-24,16,103.75,1660.0,Backordered
SO11938,CUST0131,ITM11883,2024-01-09,6,77.08,462.48,Fulfilled
SO11939,CUST0258,ITM12489,2024-01-16,20,40.36,807.2,Fulfilled
SO11940,CUST0366,ITM12281,2024-07-24,22,114.3,2514.6,Fulfilled
SO11941,CUST0197,ITM10526,2024-11-06,17,109.07,1854.19,Fulfilled
SO11942,CUST0070,ITM11822,2024-05-26,18,90.75,1633.5,Fulfilled
SO11943,CUST0286,ITM12004,2024-12-12,15,19.41,291.15,Fulfilled
SO11944,CUST0202,ITM10907,2024-04-29,11,151.33,1664.63,Fulfilled
SO11945,CUST0123,ITM12474,2024-12-12,12,164.35,1972.2,Fulfilled
SO11946,CUST0284,ITM12929,2024-11-04,3,35.99,107.97,Fulfilled
SO11947,CUST0086,ITM10421,2024-08-01,22,196.23,4317.06,Fulfilled
SO11948,CUST0499,ITM11517,2024-03-20,16,102.06,1632.96,Fulfilled
SO11949,CUST0459,ITM11800,2024-04-25,8,174.91,1399.28,Fulfilled
SO11950,CUST0029,ITM11430,2024-01-02,13,79.6,1034.8,Fulfilled
SO11951,CUST0126,ITM13075,2024-02-23,14,171.83,2405.62,Fulfilled
SO11952,CUST0135,ITM13084,2024-05-18,25,152.8,3820.0,Fulfilled
SO11953,CUST0204,ITM11526,2024-12-19,5,144.17,720.85,Fulfilled
SO11954,CUST0353,ITM11219,2024-12-19,7,54.14,378.98,Fulfilled
SO11955,CUST0213,ITM12579,2024-06-24,6,10.82,64.92,Cancelled
SO11956,CUST0445,ITM10123,2024-04-18,13,107.03,1391.39,Fulfilled
SO11957,CUST0455,ITM11513,2024-09-27,18,148.86,2679.48,Fulfilled
SO11958,CUST0017,ITM11929,2024-04-21,7,112.89,790.23,Fulfilled
SO11959,CUST0186,ITM10591,2024-05-25,9,18.07,162.63,Fulfilled
SO11960,CUST0335,ITM11619,2024-03-01,24,156.14,3747.36,Backordered
SO11961,CUST0149,ITM10866,2024-06-05,7,90.0,630.0,Fulfilled
SO11962,CUST0240,ITM12020,2024-03-16,3,24.47,73.41,Fulfilled
SO11963,CUST0136,ITM12836,2024-06-22,9,136.61,1229.49,Backordered
SO11964,CUST0329,ITM10460,2024-05-30,19,10.87,206.53,Fulfilled
SO11965,CUST0042,ITM12364,2024-05-27,6,167.61,1005.66,Fulfilled
SO11966,CUST0154,ITM12911,2024-11-19,18,57.97,1043.46,Fulfilled
SO11967,CUST0194,ITM11635,2024-04-01,21,76.54,1607.34,Fulfilled
SO11968,CUST0188,ITM11721,2024-05-01,17,138.61,2356.37,Fulfilled
SO11969,CUST0063,ITM11959,2024-02-08,6,99.31,595.86,Fulfilled
SO11970,CUST0329,ITM11980,2024-07-27,9,66.81,601.29,Fulfilled
SO11971,CUST0339,ITM11881,2024-11-08,6,174.79,1048.74,Backordered
SO11972,CUST0306,ITM11502,2024-07-17,10,35.79,357.9,Fulfilled
SO11973,CUST0226,ITM11887,2024-09-13,15,11.31,169.65,Fulfilled
SO11974,CUST0465,ITM12284,2024-04-14,11,151.11,1662.21,Fulfilled
SO11975,CUST0254,ITM13132,2024-11-14,20,58.37,1167.4,Fulfilled
SO11976,CUST0416,ITM11659,2024-07-10,25,181.07,4526.75,Fulfilled
SO11977,CUST0002,ITM10911,2024-03-01,12,126.63,1519.56,Fulfilled
SO11978,CUST0062,ITM11542,2024-02-01,15,63.97,959.55,Fulfilled
SO11979,CUST0334,ITM12244,2024-05-13,12,164.27,1971.24,Cancelled
SO11980,CUST0143,ITM13072,2024-02-08,17,68.06,1157.02,Fulfilled
SO11981,CUST0352,ITM13145,2024-09-02,19,110.92,2107.48,Fulfilled
SO11982,CUST0239,ITM13028,2024-04-30,2,188.63,377.26,Fulfilled
SO11983,CUST0379,ITM12379,2024-10-12,6,189.0,1134.0,Fulfilled
SO11984,CUST0258,ITM11934,2024-04-10,3,173.54,520.62,Fulfilled
SO11985,CUST0154,ITM10299,2024-02-16,5,132.71,663.55,Fulfilled
SO11986,CUST0328,ITM12781,2024-05-02,24,105.17,2524.08,Fulfilled
SO11987,CUST0158,ITM12067,2024-12-14,13,112.65,1464.45,Backordered
SO11988,CUST0419,ITM12339,2024-04-15,24,43.0,1032.0,Fulfilled
SO11989,CUST0324,ITM10022,2024-11-21,3,182.29,546.87,Backordered
SO11990,CUST0378,ITM10117,2024-07-31,1,96.16,96.16,Fulfilled
SO11991,CUST0014,ITM10741,2024-10-29,13,193.73,2518.49,Fulfilled
SO11992,CUST0125,ITM10360,2024-07-12,20,142.4,2848.0,Fulfilled
SO11993,CUST0452,ITM10222,2024-08-16,10,198.54,1985.4,Fulfilled
SO11994,CUST0252,ITM10047,2024-03-16,3,14.96,44.88,Fulfilled
SO11995,CUST0198,ITM11785,2024-11-02,23,38.07,875.61,Fulfilled
SO11996,CUST0435,ITM10808,2024-06-22,1,31.66,31.66,Fulfilled
SO11997,CUST0298,ITM12127,2024-05-16,15,79.92,1198.8,Fulfilled
SO11998,CUST0085,ITM11852,2024-01-05,4,80.63,322.52,Fulfilled
SO11999,CUST0098,ITM11746,2024-06-12,1,190.37,190.37,Fulfilled
SO12000,CUST0466,ITM10375,2024-02-11,14,65.29,914.06,Fulfilled
SO12001,CUST0467,ITM12561,2024-05-10,25,118.77,2969.25,Fulfilled
SO12002,CUST0416,ITM11947,2024-09-03,6,19.27,115.62,Fulfilled
SO12003,CUST0493,ITM11884,2024-11-13,18,94.76,1705.68,Fulfilled
SO12004,CUST0058,ITM12820,2024-09-18,8,55.45,443.6,Fulfilled
SO12005,CUST0455,ITM12092,2024-03-29,2,34.4,68.8,Fulfilled
SO12006,CUST0316,ITM11751,2024-02-10,9,21.45,193.05,Fulfilled
SO12007,CUST0019,ITM11575,2024-10-07,10,28.9,289.0,Fulfilled
SO12008,CUST0195,ITM10850,2024-08-24,20,72.75,1455.0,Fulfilled
SO12009,CUST0386,ITM11022,2024-11-12,20,45.32,906.4,Fulfilled
SO12010,CUST0084,ITM12722,2024-08-19,17,137.13,2331.21,Fulfilled
SO12011,CUST0147,ITM11103,2024-01-17,2,61.4,122.8,Fulfilled
SO12012,CUST0070,ITM10892,2024-02-13,9,123.58,1112.22,Fulfilled
SO12013,CUST0244,ITM12241,2024-05-11,13,87.26,1134.38,Fulfilled
SO12014,CUST0362,ITM12446,2024-04-24,16,158.82,2541.12,Fulfilled
SO12015,CUST0182,ITM10548,2024-09-30,14,58.95,825.3,Fulfilled
SO12016,CUST0361,ITM11379,2024-10-23,12,61.95,743.4,Fulfilled
SO12017,CUST0444,ITM12246,2024-06-13,24,61.41,1473.84,Fulfilled
SO12018,CUST0166,ITM12918,2024-11-03,9,128.81,1159.29,Fulfilled
SO12019,CUST0110,ITM11376,2024-12-03,16,168.35,2693.6,Fulfilled
SO12020,CUST0258,ITM10734,2024-09-07,23,193.35,4447.05,Fulfilled
SO12021,CUST0175,ITM13121,2024-03-28,19,113.87,2163.53,Fulfilled
SO12022,CUST0241,ITM11404,2024-06-09,16,170.95,2735.2,Fulfilled
SO12023,CUST0435,ITM12129,2024-12-03,20,98.2,1964.0,Fulfilled
SO12024,CUST0009,ITM11678,2024-04-16,13,191.61,2490.93,Fulfilled
SO12025,CUST0052,ITM12677,2024-08-28,10,147.51,1475.1,Fulfilled
SO12026,CUST0310,ITM10304,2024-01-21,12,169.14,2029.68,Fulfilled
SO12027,CUST0053,ITM10809,2024-05-19,24,118.22,2837.28,Fulfilled
SO12028,CUST0419,ITM11727,2024-06-11,1,116.94,116.94,Fulfilled
SO12029,CUST0122,ITM11254,2024-04-27,19,106.99,2032.81,Fulfilled
SO12030,CUST0448,ITM10537,2024-06-23,14,52.54,735.56,Fulfilled
SO12031,CUST0283,ITM12922,2024-03-09,17,78.72,1338.24,Fulfilled
SO12032,CUST0494,ITM11475,2024-11-19,14,168.19,2354.66,Fulfilled
SO12033,CUST0438,ITM13106,2024-07-15,14,129.65,1815.1,Fulfilled
SO12034,CUST0158,ITM11522,2024-11-12,14,24.62,344.68,Fulfilled
SO12035,CUST0202,ITM10395,2024-12-12,15,44.8,672.0,Backordered
SO12036,CUST0042,ITM12483,2024-01-09,16,127.98,2047.68,Fulfilled
SO12037,CUST0257,ITM13112,2024-03-28,3,66.08,198.24,Fulfilled
SO12038,CUST0340,ITM11058,2024-05-28,5,11.97,59.85,Fulfilled
SO12039,CUST0336,ITM12028,2024-03-11,13,115.0,1495.0,Fulfilled
SO12040,CUST0449,ITM11208,2024-05-26,4,52.83,211.32,Fulfilled
SO12041,CUST0151,ITM12073,2024-03-07,9,16.46,148.14,Fulfilled
SO12042,CUST0403,ITM11137,2024-02-01,17,108.47,1843.99,Fulfilled
SO12043,CUST0208,ITM10356,2024-11-06,21,24.83,521.43,Fulfilled
SO12044,CUST0411,ITM10060,2024-07-10,8,137.59,1100.72,Fulfilled
SO12045,CUST0396,ITM10953,2024-05-21,21,46.81,983.01,Fulfilled
SO12046,CUST0303,ITM11404,2024-08-20,25,170.95,4273.75,Fulfilled
SO12047,CUST0371,ITM11198,2024-06-18,2,163.73,327.46,Fulfilled
SO12048,CUST0397,ITM12529,2024-08-01,22,86.22,1896.84,Backordered
SO12049,CUST0249,ITM10767,2024-06-14,15,134.15,2012.25,Backordered
SO12050,CUST0410,ITM11582,2024-05-09,18,75.08,1351.44,Fulfilled
SO12051,CUST0080,ITM11563,2024-06-29,24,165.06,3961.44,Backordered
SO12052,CUST0483,ITM10325,2024-06-18,3,80.64,241.92,Fulfilled
SO12053,CUST0149,ITM13052,2024-06-18,24,152.47,3659.28,Fulfilled
SO12054,CUST0433,ITM11488,2024-08-02,15,181.66,2724.9,Fulfilled
SO12055,CUST0252,ITM11688,2024-11-23,2,70.64,141.28,Fulfilled
SO12056,CUST0081,ITM11548,2024-06-15,25,20.31,507.75,Fulfilled
SO12057,CUST0465,ITM12088,2024-09-02,19,53.28,1012.32,Fulfilled
SO12058,CUST0352,ITM13045,2024-03-30,20,152.67,3053.4,Fulfilled
SO12059,CUST0108,ITM12919,2024-08-07,11,138.4,1522.4,Fulfilled
SO12060,CUST0348,ITM12857,2024-11-15,13,105.02,1365.26,Fulfilled
SO12061,CUST0073,ITM12305,2024-10-26,19,64.4,1223.6,Fulfilled
SO12062,CUST0174,ITM11755,2024-01-31,8,134.88,1079.04,Fulfilled
SO12063,CUST0031,ITM12433,2024-05-17,2,166.44,332.88,Fulfilled
SO12064,CUST0176,ITM13003,2024-10-13,9,194.88,1753.92,Fulfilled
SO12065,CUST0066,ITM11824,2024-10-19,23,192.46,4426.58,Fulfilled
SO12066,CUST0379,ITM11479,2024-05-24,5,133.48,667.4,Fulfilled
SO12067,CUST0114,ITM11092,2024-06-12,16,45.06,720.96,Backordered
SO12068,CUST0363,ITM10832,2024-12-21,18,163.16,2936.88,Fulfilled
SO12069,CUST0446,ITM12357,2024-04-13,22,142.11,3126.42,Backordered
SO12070,CUST0171,ITM12334,2024-09-03,13,55.54,722.02,Fulfilled
SO12071,CUST0037,ITM10004,2024-03-23,20,104.97,2099.4,Fulfilled
SO12072,CUST0383,ITM10212,2024-06-08,5,50.17,250.85,Fulfilled
SO12073,CUST0262,ITM11425,2024-03-26,1,39.71,39.71,Fulfilled
SO12074,CUST0405,ITM10820,2024-06-30,5,150.61,753.05,Fulfilled
SO12075,CUST0209,ITM10548,2024-05-05,7,58.95,412.65,Fulfilled
SO12076,CUST0256,ITM11118,2024-02-09,3,173.38,520.14,Fulfilled
SO12077,CUST0074,ITM11597,2024-09-26,16,16.33,261.28,Fulfilled
SO12078,CUST0462,ITM12158,2024-09-23,6,10.72,64.32,Fulfilled
SO12079,CUST0097,ITM13169,2024-06-27,20,97.87,1957.4,Backordered
SO12080,CUST0022,ITM12115,2024-12-03,7,96.41,674.87,Fulfilled
SO12081,CUST0314,ITM10886,2024-05-26,4,122.44,489.76,Fulfilled
SO12082,CUST0453,ITM12323,2024-02-03,16,37.05,592.8,Fulfilled
SO12083,CUST0104,ITM11605,2024-07-15,2,147.78,295.56,Cancelled
SO12084,CUST0418,ITM11593,2024-12-12,8,35.42,283.36,Fulfilled
SO12085,CUST0271,ITM11850,2024-07-10,10,146.91,1469.1,Fulfilled
SO12086,CUST0335,ITM10230,2024-11-28,10,126.36,1263.6,Fulfilled
SO12087,CUST0347,ITM10278,2024-08-08,2,190.53,381.06,Fulfilled
SO12088,CUST0102,ITM10134,2024-01-09,21,34.72,729.12,Fulfilled
SO12089,CUST0284,ITM11211,2024-02-14,8,10.82,86.56,Fulfilled
SO12090,CUST0351,ITM11194,2024-10-03,2,144.54,289.08,Fulfilled
SO12091,CUST0477,ITM12769,2024-02-04,2,57.39,114.78,Fulfilled
SO12092,CUST0371,ITM10550,2024-07-31,16,173.45,2775.2,Fulfilled
SO12093,CUST0401,ITM12248,2024-07-30,16,151.96,2431.36,Backordered
SO12094,CUST0214,ITM12253,2024-08-25,15,11.52,172.8,Fulfilled
SO12095,CUST0194,ITM12895,2024-06-24,25,176.27,4406.75,Backordered
SO12096,CUST0170,ITM12196,2024-06-08,12,172.89,2074.68,Fulfilled
SO12097,CUST0461,ITM12082,2024-11-12,2,18.96,37.92,Fulfilled
SO12098,CUST0413,ITM11159,2024-09-15,4,102.0,408.0,Fulfilled
SO12099,CUST0396,ITM12935,2024-12-22,9,178.32,1604.88,Fulfilled
SO12100,CUST0072,ITM12302,2024-02-26,4,198.81,795.24,Backordered
SO12101,CUST0162,ITM10230,2024-07-14,20,126.36,2527.2,Fulfilled
SO12102,CUST0026,ITM12778,2024-07-09,7,192.95,1350.65,Fulfilled
SO12103,CUST0070,ITM13101,2024-10-02,20,130.21,2604.2,Fulfilled
SO12104,CUST0335,ITM10529,2024-04-08,23,183.31,4216.13,Fulfilled
SO12105,CUST0382,ITM10211,2024-02-12,7,99.77,698.39,Fulfilled
SO12106,CUST0267,ITM13175,2024-02-05,10,56.08,560.8,Cancelled
SO12107,CUST0015,ITM10036,2024-06-10,11,64.38,708.18,Fulfilled
SO12108,CUST0129,ITM10523,2024-08-25,1,188.19,188.19,Fulfilled
SO12109,CUST0408,ITM10337,2024-01-09,14,154.09,2157.26,Fulfilled
SO12110,CUST0145,ITM11897,2024-08-04,1,189.49,189.49,Fulfilled
SO12111,CUST0064,ITM12169,2024-02-24,11,101.33,1114.63,Fulfilled
SO12112,CUST0245,ITM12176,2024-06-01,10,74.28,742.8,Fulfilled
SO12113,CUST0480,ITM12606,2024-08-11,6,62.02,372.12,Fulfilled
SO12114,CUST0126,ITM11502,2024-08-03,10,35.79,357.9,Fulfilled
SO12115,CUST0357,ITM11075,2024-05-10,22,72.35,1591.7,Fulfilled
SO12116,CUST0090,ITM11014,2024-10-23,15,143.31,2149.65,Fulfilled
SO12117,CUST0291,ITM12917,2024-10-25,10,140.0,1400.0,Fulfilled
SO12118,CUST0177,ITM11759,2024-06-16,16,110.66,1770.56,Backordered
SO12119,CUST0118,ITM13164,2024-03-26,22,54.5,1199.0,Fulfilled
SO12120,CUST0233,ITM12399,2024-07-03,17,98.45,1673.65,Fulfilled
SO12121,CUST0192,ITM11517,2024-08-24,25,102.06,2551.5,Fulfilled
SO12122,CUST0272,ITM10352,2024-10-06,6,48.39,290.34,Fulfilled
SO12123,CUST0303,ITM10675,2024-10-13,20,180.1,3602.0,Backordered
SO12124,CUST0492,ITM10293,2024-12-08,23,136.2,3132.6,Fulfilled
SO12125,CUST0043,ITM11501,2024-06-02,20,76.84,1536.8,Fulfilled
SO12126,CUST0320,ITM11941,2024-07-15,22,11.6,255.2,Fulfilled
SO12127,CUST0359,ITM12710,2024-10-25,3,24.2,72.6,Fulfilled
SO12128,CUST0419,ITM13135,2024-10-25,9,103.15,928.35,Fulfilled
SO12129,CUST0153,ITM12837,2024-07-20,22,55.87,1229.14,Cancelled
SO12130,CUST0074,ITM12567,2024-08-09,9,113.98,1025.82,Fulfilled
SO12131,CUST0133,ITM10422,2024-05-01,19,183.1,3478.9,Fulfilled
SO12132,CUST0447,ITM11759,2024-02-07,12,110.66,1327.92,Fulfilled
SO12133,CUST0254,ITM12501,2024-03-20,24,99.26,2382.24,Fulfilled
SO12134,CUST0253,ITM12493,2024-10-02,12,119.32,1431.84,Fulfilled
SO12135,CUST0241,ITM11323,2024-01-05,3,18.68,56.04,Fulfilled
SO12136,CUST0392,ITM11678,2024-09-06,20,191.61,3832.2,Fulfilled
SO12137,CUST0155,ITM13147,2024-01-24,4,117.3,469.2,Backordered
SO12138,CUST0384,ITM11375,2024-07-11,15,37.16,557.4,Backordered
SO12139,CUST0217,ITM11326,2024-11-11,22,58.51,1287.22,Fulfilled
SO12140,CUST0488,ITM10535,2024-09-07,5,81.73,408.65,Fulfilled
SO12141,CUST0465,ITM11050,2024-06-24,2,133.29,266.58,Fulfilled
SO12142,CUST0409,ITM10866,2024-09-14,23,90.0,2070.0,Fulfilled
SO12143,CUST0237,ITM10237,2024-12-19,10,52.92,529.2,Fulfilled
SO12144,CUST0326,ITM12545,2024-09-04,23,159.77,3674.71,Fulfilled
SO12145,CUST0436,ITM12052,2024-09-10,8,82.32,658.56,Fulfilled
SO12146,CUST0055,ITM10207,2024-08-04,2,168.04,336.08,Fulfilled
SO12147,CUST0153,ITM10780,2024-07-30,4,150.53,602.12,Fulfilled
SO12148,CUST0317,ITM11816,2024-01-07,24,73.49,1763.76,Fulfilled
SO12149,CUST0198,ITM10078,2024-03-06,22,130.19,2864.18,Fulfilled
SO12150,CUST0432,ITM11608,2024-05-17,12,159.09,1909.08,Fulfilled
SO12151,CUST0332,ITM10741,2024-03-31,16,193.73,3099.68,Fulfilled
SO12152,CUST0472,ITM11295,2024-04-01,23,22.53,518.19,Fulfilled
SO12153,CUST0390,ITM12139,2024-12-07,7,166.65,1166.55,Fulfilled
SO12154,CUST0352,ITM10760,2024-10-14,25,198.76,4969.0,Fulfilled
SO12155,CUST0492,ITM10084,2024-09-14,11,114.55,1260.05,Backordered
SO12156,CUST0465,ITM11615,2024-06-30,22,194.88,4287.36,Fulfilled
SO12157,CUST0036,ITM10913,2024-07-19,17,37.65,640.05,Backordered
SO12158,CUST0057,ITM11251,2024-06-26,12,156.86,1882.32,Fulfilled
SO12159,CUST0213,ITM12361,2024-12-20,11,147.48,1622.28,Fulfilled
SO12160,CUST0216,ITM10260,2024-12-12,14,35.08,491.12,Fulfilled
SO12161,CUST0457,ITM10573,2024-07-31,18,62.85,1131.3,Cancelled
SO12162,CUST0216,ITM10080,2024-06-03,2,33.98,67.96,Fulfilled
SO12163,CUST0328,ITM10858,2024-05-02,13,179.2,2329.6,Fulfilled
SO12164,CUST0190,ITM10967,2024-01-08,11,182.07,2002.77,Fulfilled
SO12165,CUST0060,ITM11958,2024-06-09,4,125.74,502.96,Fulfilled
SO12166,CUST0172,ITM10539,2024-02-06,8,43.41,347.28,Fulfilled
SO12167,CUST0134,ITM11503,2024-07-31,7,117.49,822.43,Fulfilled
SO12168,CUST0192,ITM10280,2024-07-09,3,171.81,515.43,Fulfilled
SO12169,CUST0304,ITM10575,2024-07-21,20,82.38,1647.6,Fulfilled
SO12170,CUST0329,ITM11221,2024-03-06,3,131.93,395.79,Backordered
SO12171,CUST0231,ITM11459,2024-12-29,14,177.35,2482.9,Backordered
SO12172,CUST0359,ITM10782,2024-06-08,18,44.23,796.14,Fulfilled
SO12173,CUST0156,ITM10869,2024-07-17,19,127.11,2415.09,Fulfilled
SO12174,CUST0424,ITM12235,2024-09-26,16,188.58,3017.28,Fulfilled
SO12175,CUST0210,ITM10986,2024-09-16,21,88.44,1857.24,Fulfilled
SO12176,CUST0477,ITM11789,2024-04-11,3,71.05,213.15,Fulfilled
SO12177,CUST0254,ITM11654,2024-04-24,2,40.21,80.42,Fulfilled
SO12178,CUST0105,ITM11625,2024-11-17,2,59.76,119.52,Fulfilled
SO12179,CUST0094,ITM12298,2024-07-18,19,99.89,1897.91,Fulfilled
SO12180,CUST0289,ITM11036,2024-04-02,25,82.0,2050.0,Fulfilled
SO12181,CUST0121,ITM12960,2024-02-10,14,50.14,701.96,Fulfilled
SO12182,CUST0145,ITM11932,2024-01-03,4,98.41,393.64,Fulfilled
SO12183,CUST0393,ITM11151,2024-07-26,19,199.36,3787.84,Backordered
SO12184,CUST0105,ITM11644,2024-01-06,4,20.82,83.28,Fulfilled
SO12185,CUST0293,ITM11160,2024-02-25,25,184.79,4619.75,Fulfilled
SO12186,CUST0350,ITM11959,2024-09-14,14,99.31,1390.34,Fulfilled
SO12187,CUST0186,ITM13194,2024-11-29,1,122.04,122.04,Fulfilled
SO12188,CUST0199,ITM11095,2024-12-07,12,79.76,957.12,Fulfilled
SO12189,CUST0089,ITM10374,2024-01-03,14,110.18,1542.52,Fulfilled
SO12190,CUST0179,ITM13004,2024-04-08,1,65.35,65.35,Fulfilled
SO12191,CUST0378,ITM12120,2024-08-01,16,172.42,2758.72,Fulfilled
SO12192,CUST0201,ITM12014,2024-06-29,16,71.54,1144.64,Fulfilled
SO12193,CUST0393,ITM11918,2024-11-13,24,178.3,4279.2,Fulfilled
SO12194,CUST0034,ITM10826,2024-11-07,17,57.23,972.91,Fulfilled
SO12195,CUST0430,ITM12019,2024-01-01,10,103.14,1031.4,Fulfilled
SO12196,CUST0382,ITM12933,2024-12-29,2,39.8,79.6,Fulfilled
SO12197,CUST0112,ITM10796,2024-03-22,16,135.91,2174.56,Fulfilled
SO12198,CUST0090,ITM12924,2024-03-06,10,23.19,231.9,Fulfilled
SO12199,CUST0356,ITM12833,2024-12-29,15,158.49,2377.35,Fulfilled
SO12200,CUST0167,ITM12779,2024-07-14,7,139.96,979.72,Fulfilled
SO12201,CUST0403,ITM11223,2024-03-06,22,40.19,884.18,Fulfilled
SO12202,CUST0286,ITM10340,2024-06-23,14,70.1,981.4,Fulfilled
SO12203,CUST0007,ITM12278,2024-09-20,23,179.71,4133.33,Fulfilled
SO12204,CUST0432,ITM10702,2024-05-04,18,189.73,3415.14,Fulfilled
SO12205,CUST0299,ITM12780,2024-08-07,22,168.08,3697.76,Fulfilled
SO12206,CUST0212,ITM10066,2024-06-17,17,194.29,3302.93,Fulfilled
SO12207,CUST0172,ITM13094,2024-03-12,22,146.12,3214.64,Fulfilled
SO12208,CUST0448,ITM10842,2024-04-12,21,135.59,2847.39,Backordered
SO12209,CUST0336,ITM11099,2024-02-02,23,177.22,4076.06,Fulfilled
SO12210,CUST0239,ITM11669,2024-03-24,17,94.92,1613.64,Fulfilled
SO12211,CUST0481,ITM12225,2024-09-05,20,16.43,328.6,Fulfilled
SO12212,CUST0198,ITM12778,2024-04-17,21,192.95,4051.95,Fulfilled
SO12213,CUST0369,ITM12605,2024-07-20,8,69.32,554.56,Fulfilled
SO12214,CUST0260,ITM11961,2024-11-11,10,37.27,372.7,Fulfilled
SO12215,CUST0213,ITM10570,2024-02-07,21,75.2,1579.2,Fulfilled
SO12216,CUST0173,ITM10766,2024-06-16,19,46.75,888.25,Fulfilled
SO12217,CUST0351,ITM11239,2024-01-06,7,20.08,140.56,Fulfilled
SO12218,CUST0089,ITM12079,2024-09-08,20,97.63,1952.6,Fulfilled
SO12219,CUST0016,ITM12326,2024-12-07,22,141.1,3104.2,Fulfilled
SO12220,CUST0177,ITM10239,2024-04-25,16,68.94,1103.04,Fulfilled
SO12221,CUST0381,ITM12690,2024-11-20,23,190.59,4383.57,Fulfilled
SO12222,CUST0364,ITM11228,2024-02-25,22,127.03,2794.66,Fulfilled
SO12223,CUST0433,ITM12228,2024-05-08,24,91.48,2195.52,Fulfilled
SO12224,CUST0169,ITM10641,2024-12-18,15,94.38,1415.7,Backordered
