po_id,supplier_id,item_id,order_date,expected_delivery_date,actual_delivery_date,order_quantity,unit_cost,total_purchase_cost,po_status
PO03701,SUP014,ITM11798,4/27/24,5/4/24,5/6/24,310,133.98,41533.8,Delivered
PO03702,SUP009,ITM12234,1/3/24,1/8/24,1/6/24,277,65.55,18157.35,Delivered
PO03703,SUP002,ITM12779,8/18/24,8/21/24,8/19/24,490,85.31,41801.9,Delivered
PO03704,SUP005,ITM12737,2/8/24,2/12/24,,330,82.26,27145.8,Open
PO03705,SUP005,ITM10756,10/6/24,10/15/24,10/19/24,563,44.06,24805.78,Delayed
PO03706,SUP004,ITM12535,11/23/24,11/29/24,,837,44.72,37430.64,Open
PO03707,SUP005,ITM10801,1/27/24,1/29/24,1/31/24,268,16.2,4341.6,Delivered
PO03708,SUP013,ITM13040,10/9/24,10/17/24,10/15/24,925,12.38,11451.5,Delivered
PO03709,SUP015,ITM10592,7/18/24,7/20/24,7/20/24,231,46.93,10840.83,Delivered
PO03710,SUP002,ITM10342,4/12/24,4/15/24,4/16/24,131,99.92,13089.52,Delivered
PO03711,SUP011,ITM12272,5/5/24,5/11/24,5/15/24,151,113.28,17105.28,Delayed
PO03712,SUP006,ITM10356,5/12/24,5/18/24,5/18/24,737,16.17,11917.29,Delivered
PO03713,SUP012,ITM11222,3/23/24,3/26/24,4/2/24,796,71.18,56659.28,Delayed
PO03714,SUP007,ITM10291,2/19/24,2/26/24,,345,118.18,40772.1,Open
PO03715,SUP009,ITM11356,10/4/24,10/8/24,10/11/24,120,16,1920,Delivered
PO03716,SUP015,ITM12758,3/20/24,3/27/24,3/31/24,295,52.83,15584.85,Delayed
PO03717,SUP012,ITM10953,5/18/24,5/22/24,5/27/24,833,32.31,26914.23,Delayed
PO03718,SUP011,ITM10302,3/3/24,3/9/24,3/11/24,526,39.58,20819.08,Delivered
PO03719,SUP002,ITM12381,9/3/24,9/12/24,9/12/24,854,63.23,53998.42,Delivered
PO03720,SUP006,ITM10846,2/17/24,2/25/24,2/26/24,875,21.43,18751.25,Delivered
PO03721,SUP002,ITM10326,5/8/24,5/13/24,5/15/24,873,14.4,12571.2,Delivered
PO03722,SUP009,ITM11629,2/14/24,2/21/24,,216,122.89,26544.24,Cancelled
PO03723,SUP001,ITM10336,3/23/24,3/26/24,3/29/24,597,127.51,76123.47,Delivered
PO03724,SUP013,ITM10542,11/19/24,11/21/24,11/21/24,923,8.16,7531.68,Delivered
PO03725,SUP015,ITM12331,8/9/24,8/14/24,8/16/24,844,84.4,71233.6,Delivered
PO03726,SUP010,ITM12286,4/18/24,4/24/24,4/26/24,702,101.02,70916.04,Delivered
PO03727,SUP007,ITM10548,10/27/24,10/30/24,10/28/24,812,38.04,30888.48,Delivered
PO03728,SUP011,ITM12453,12/2/24,12/9/24,12/20/24,620,26.61,16498.2,Delayed
PO03729,SUP005,ITM10310,7/17/24,7/20/24,7/20/24,253,108.51,27453.03,Delivered
PO03730,SUP013,ITM12379,1/19/24,1/25/24,1/23/24,634,126.83,80410.22,Delivered
PO03731,SUP003,ITM12916,12/6/24,12/15/24,12/29/24,396,14.1,5583.6,Delayed
PO03732,SUP006,ITM11477,1/4/24,1/13/24,1/24/24,137,82.06,11242.22,Delayed
PO03733,SUP003,ITM11493,2/19/24,2/25/24,2/27/24,834,16.59,13836.06,Delivered
PO03734,SUP011,ITM10615,3/10/24,3/17/24,3/19/24,614,34.43,21140.02,Delivered
PO03735,SUP013,ITM11780,6/23/24,6/25/24,6/23/24,855,55.86,47760.3,Delivered
PO03736,SUP006,ITM11732,6/11/24,6/16/24,6/18/24,891,101.54,90472.14,Delivered
PO03737,SUP003,ITM13179,1/20/24,1/23/24,,106,55.27,5858.62,Open
PO03738,SUP001,ITM12114,12/6/24,12/15/24,12/21/24,762,59.44,45293.28,Delayed
PO03739,SUP012,ITM13081,7/13/24,7/16/24,,337,17.28,5823.36,Cancelled
PO03740,SUP010,ITM11962,7/29/24,8/5/24,,593,52.05,30865.65,Cancelled
PO03741,SUP015,ITM12007,9/12/24,9/14/24,9/14/24,466,102.47,47751.02,Delivered
PO03742,SUP012,ITM11402,5/25/24,6/2/24,6/5/24,145,48.51,7033.95,Delivered
PO03743,SUP007,ITM10201,9/25/24,9/30/24,9/28/24,421,55.18,23230.78,Delivered
PO03744,SUP002,ITM11894,5/15/24,5/19/24,,375,64.66,24247.5,Open
PO03745,SUP006,ITM11820,4/3/24,4/12/24,4/14/24,869,68.41,59448.29,Delivered
PO03746,SUP004,ITM12015,1/26/24,1/29/24,1/31/24,822,51.08,41987.76,Delivered
PO03747,SUP014,ITM10145,2/10/24,2/16/24,,612,106.86,65398.32,Open
PO03748,SUP002,ITM12759,12/19/24,12/22/24,12/24/24,723,8.79,6355.17,Delivered
PO03749,SUP012,ITM12701,7/25/24,8/1/24,,91,120.33,10950.03,Open
PO03750,SUP008,ITM11431,8/3/24,8/10/24,8/10/24,325,23.01,7478.25,Delivered
PO03751,SUP013,ITM10680,3/11/24,3/15/24,3/17/24,54,57.55,3107.7,Delivered
PO03752,SUP001,ITM11023,9/1/24,9/9/24,9/9/24,465,98.9,45988.5,Delivered
PO03753,SUP010,ITM10207,5/15/24,5/18/24,5/20/24,966,127.51,123174.66,Delivered
PO03754,SUP005,ITM12418,2/11/24,2/19/24,2/18/24,714,134.57,96082.98,Delivered
PO03755,SUP008,ITM12631,12/24/24,12/29/24,,695,78.17,54328.15,Open
PO03756,SUP009,ITM12951,8/28/24,9/6/24,9/9/24,179,67.09,12009.11,Delivered
PO03757,SUP005,ITM10940,12/15/24,12/18/24,12/19/24,55,81.94,4506.7,Delivered
PO03758,SUP001,ITM10714,5/19/24,5/22/24,5/25/24,844,131.81,111247.64,Delivered
PO03759,SUP011,ITM13059,9/9/24,9/18/24,9/16/24,490,34.9,17101,Delivered
PO03760,SUP013,ITM12431,12/7/24,12/16/24,12/18/24,349,129.61,45233.89,Delivered
PO03761,SUP013,ITM11877,7/26/24,8/2/24,,471,55.89,26324.19,Cancelled
PO03762,SUP002,ITM11019,5/27/24,6/2/24,6/4/24,926,78.31,72515.06,Delivered
PO03763,SUP009,ITM12622,12/27/24,1/4/25,1/7/25,669,113.79,76125.51,Delivered
PO03764,SUP004,ITM13197,2/28/24,3/2/24,3/1/24,814,111.54,90793.56,Delivered
PO03765,SUP011,ITM10620,3/6/24,3/12/24,3/15/24,644,96.18,61939.92,Delivered
PO03766,SUP002,ITM11738,12/9/24,12/12/24,12/15/24,91,94.61,8609.51,Delivered
PO03767,SUP010,ITM13069,5/7/24,5/10/24,5/13/24,123,93.44,11493.12,Delivered
PO03768,SUP001,ITM10154,3/9/24,3/13/24,3/21/24,165,66.07,10901.55,Delayed
PO03769,SUP004,ITM12227,11/29/24,12/2/24,11/30/24,899,69.02,62048.98,Delivered
PO03770,SUP007,ITM10875,7/30/24,8/6/24,8/5/24,507,83.8,42486.6,Delivered
PO03771,SUP010,ITM11201,11/27/24,12/4/24,,939,19.57,18376.23,Open
PO03772,SUP015,ITM10511,7/29/24,8/7/24,8/9/24,746,108.1,80642.6,Delivered
PO03773,SUP002,ITM12981,12/5/24,12/12/24,12/15/24,199,107.62,21416.38,Delivered
PO03774,SUP005,ITM12143,6/29/24,7/5/24,7/8/24,928,25.45,23617.6,Delivered
PO03775,SUP007,ITM12630,5/4/24,5/11/24,5/11/24,497,79.4,39461.8,Delivered
PO03776,SUP015,ITM10442,1/2/24,1/7/24,1/6/24,112,139.91,15669.92,Delivered
PO03777,SUP001,ITM12583,1/31/24,2/4/24,2/6/24,346,44.44,15376.24,Delivered
PO03778,SUP013,ITM10542,2/26/24,2/28/24,3/5/24,340,7.9,2686,Delayed
PO03779,SUP015,ITM11713,8/6/24,8/10/24,,534,51.39,27442.26,Open
PO03780,SUP010,ITM11649,9/28/24,10/3/24,10/4/24,406,71.29,28943.74,Delivered
PO03781,SUP001,ITM11925,4/24/24,4/26/24,4/29/24,934,98.62,92111.08,Delivered
PO03782,SUP006,ITM10504,9/1/24,9/7/24,9/15/24,214,129.73,27762.22,Delayed
PO03783,SUP003,ITM11053,8/12/24,8/18/24,8/22/24,849,96.72,82115.28,Delayed
PO03784,SUP011,ITM11527,9/5/24,9/12/24,9/14/24,571,79.04,45131.84,Delivered
PO03785,SUP003,ITM12411,3/15/24,3/24/24,3/27/24,429,42.64,18292.56,Delivered
PO03786,SUP015,ITM12544,12/19/24,12/26/24,12/29/24,578,151.54,87590.12,Delivered
PO03787,SUP002,ITM12497,7/25/24,8/2/24,8/4/24,956,35.84,34263.04,Delivered
PO03788,SUP001,ITM11110,5/24/24,5/28/24,5/27/24,825,155.62,128386.5,Delivered
PO03789,SUP008,ITM12687,10/11/24,10/20/24,,638,109.29,69727.02,Open
PO03790,SUP012,ITM10097,9/28/24,10/3/24,10/17/24,558,56.57,31566.06,Delayed
PO03791,SUP015,ITM10484,1/2/24,1/4/24,1/2/24,385,97.69,37610.65,Delivered
PO03792,SUP014,ITM10017,10/10/24,10/17/24,10/17/24,51,97.2,4957.2,Delivered
PO03793,SUP007,ITM12197,4/5/24,4/13/24,4/13/24,788,83.13,65506.44,Delivered
PO03794,SUP013,ITM12021,5/8/24,5/11/24,5/11/24,650,107.01,69556.5,Delivered
PO03795,SUP004,ITM10980,7/24/24,7/30/24,8/1/24,628,122.2,76741.6,Delivered
PO03796,SUP009,ITM10564,2/19/24,2/27/24,2/29/24,250,67.76,16940,Delivered
PO03797,SUP005,ITM10821,6/15/24,6/21/24,6/21/24,415,108.68,45102.2,Delivered
PO03798,SUP003,ITM13031,5/3/24,5/12/24,5/13/24,283,13.33,3772.39,Delivered
PO03799,SUP012,ITM11267,10/14/24,10/18/24,10/16/24,155,73.67,11418.85,Delivered
PO03800,SUP014,ITM11062,3/11/24,3/18/24,3/16/24,259,10.71,2773.89,Delivered
PO03801,SUP014,ITM10373,9/30/24,10/7/24,,124,10.16,1259.84,Cancelled
PO03802,SUP007,ITM11969,10/7/24,10/9/24,10/8/24,276,130.48,36012.48,Delivered
PO03803,SUP014,ITM12760,4/21/24,4/25/24,4/23/24,312,56.1,17503.2,Delivered
PO03804,SUP010,ITM11972,10/27/24,10/29/24,10/29/24,708,89.91,63656.28,Delivered
PO03805,SUP002,ITM11643,8/18/24,8/24/24,8/29/24,398,119.49,47557.02,Delayed
PO03806,SUP008,ITM11918,11/9/24,11/12/24,11/12/24,860,128.32,110355.2,Delivered
PO03807,SUP010,ITM11773,11/18/24,11/23/24,11/30/24,95,29.15,2769.25,Delayed
PO03808,SUP014,ITM10764,5/21/24,5/29/24,6/1/24,825,27.77,22910.25,Delivered
PO03809,SUP010,ITM11295,1/4/24,1/11/24,1/22/24,886,17.99,15939.14,Delayed
PO03810,SUP001,ITM10753,7/29/24,7/31/24,8/5/24,140,71.81,10053.4,Delayed
PO03811,SUP010,ITM11059,4/27/24,5/1/24,5/9/24,50,105.4,5270,Delayed
PO03812,SUP007,ITM11711,6/27/24,7/6/24,7/17/24,619,134.78,83428.82,Delayed
PO03813,SUP009,ITM12806,1/14/24,1/19/24,1/22/24,635,57.02,36207.7,Delivered
PO03814,SUP013,ITM10851,5/20/24,5/27/24,5/26/24,289,109.62,31680.18,Delivered
PO03815,SUP009,ITM10994,4/1/24,4/7/24,4/6/24,252,112.27,28292.04,Delivered
PO03816,SUP008,ITM13076,8/23/24,8/29/24,8/30/24,281,40.46,11369.26,Delivered
PO03817,SUP015,ITM12962,1/17/24,1/21/24,1/24/24,259,46.36,12007.24,Delivered
PO03818,SUP011,ITM10863,6/2/24,6/10/24,,492,64.61,31788.12,Open
PO03819,SUP007,ITM11358,2/2/24,2/9/24,,212,64.4,13652.8,Open
PO03820,SUP014,ITM11636,1/4/24,1/11/24,1/9/24,595,83.97,49962.15,Delivered
PO03821,SUP015,ITM10208,8/3/24,8/9/24,8/8/24,266,38.3,10187.8,Delivered
PO03822,SUP012,ITM12235,7/31/24,8/2/24,8/1/24,766,143.8,110150.8,Delivered
PO03823,SUP011,ITM11527,5/16/24,5/23/24,5/26/24,618,84.29,52091.22,Delivered
PO03824,SUP007,ITM12785,9/28/24,10/4/24,10/17/24,970,153.75,149137.5,Delayed
PO03825,SUP010,ITM11730,10/26/24,11/2/24,,957,121.06,115854.42,Cancelled
PO03826,SUP013,ITM11774,10/31/24,11/3/24,11/5/24,270,141.14,38107.8,Delivered
PO03827,SUP013,ITM12175,8/5/24,8/13/24,8/14/24,335,92.91,31124.85,Delivered
PO03828,SUP005,ITM10066,11/6/24,11/9/24,11/12/24,867,146.56,127067.52,Delivered
PO03829,SUP013,ITM11924,1/11/24,1/20/24,1/20/24,434,72.29,31373.86,Delivered
PO03830,SUP001,ITM10546,8/26/24,9/3/24,9/16/24,168,17.3,2906.4,Delayed
PO03831,SUP004,ITM11465,3/5/24,3/7/24,3/14/24,804,38.76,31163.04,Delayed
PO03832,SUP002,ITM10967,2/27/24,3/2/24,3/3/24,981,132.9,130374.9,Delivered
PO03833,SUP015,ITM12507,12/30/24,1/8/25,1/7/25,104,79.53,8271.12,Delivered
PO03834,SUP011,ITM12272,10/2/24,10/8/24,10/14/24,296,141.44,41866.24,Delayed
PO03835,SUP003,ITM10247,9/17/24,9/22/24,,606,60.53,36681.18,Open
PO03836,SUP006,ITM12294,5/3/24,5/7/24,5/5/24,397,108.76,43177.72,Delivered
PO03837,SUP014,ITM10937,2/17/24,2/19/24,2/19/24,612,111.75,68391,Delivered
PO03838,SUP012,ITM10584,4/1/24,4/6/24,4/7/24,920,11.98,11021.6,Delivered
PO03839,SUP003,ITM11900,3/12/24,3/17/24,,275,143.97,39591.75,Open
PO03840,SUP015,ITM12611,2/15/24,2/19/24,2/21/24,502,90.88,45621.76,Delivered
PO03841,SUP014,ITM10067,11/20/24,11/23/24,11/26/24,828,38.94,32242.32,Delivered
PO03842,SUP010,ITM10360,3/25/24,4/1/24,4/1/24,80,86.38,6910.4,Delivered
PO03843,SUP002,ITM12980,1/6/24,1/15/24,,843,143.37,120860.91,Open
PO03844,SUP005,ITM10739,1/13/24,1/18/24,,790,40.89,32303.1,Open
PO03845,SUP002,ITM13084,6/14/24,6/17/24,6/20/24,877,111.15,97478.55,Delivered
PO03846,SUP012,ITM12944,2/11/24,2/19/24,2/18/24,542,121.73,65977.66,Delivered
PO03847,SUP010,ITM10717,2/20/24,2/22/24,2/24/24,713,26.86,19151.18,Delivered
PO03848,SUP011,ITM10440,11/18/24,11/24/24,11/26/24,76,84.11,6392.36,Delivered
PO03849,SUP010,ITM10325,6/29/24,7/2/24,7/5/24,167,61.2,10220.4,Delivered
PO03850,SUP007,ITM12846,9/15/24,9/24/24,9/24/24,317,85.82,27204.94,Delivered
PO03851,SUP006,ITM10850,10/6/24,10/14/24,,664,53.37,35437.68,Open
PO03852,SUP005,ITM10940,10/3/24,10/6/24,10/7/24,584,87.03,50825.52,Delivered
PO03853,SUP006,ITM13060,2/9/24,2/15/24,2/15/24,563,33.33,18764.79,Delivered
PO03854,SUP014,ITM11743,1/22/24,1/30/24,1/31/24,91,86.65,7885.15,Delivered
PO03855,SUP010,ITM11742,8/27/24,8/31/24,9/2/24,100,73.01,7301,Delivered
PO03856,SUP007,ITM11840,5/13/24,5/17/24,5/27/24,403,31.92,12863.76,Delayed
PO03857,SUP003,ITM10966,2/15/24,2/22/24,2/24/24,331,115.68,38290.08,Delivered
PO03858,SUP003,ITM10704,7/26/24,7/31/24,7/29/24,291,108.12,31462.92,Delivered
PO03859,SUP011,ITM10302,5/17/24,5/23/24,5/23/24,428,41.28,17667.84,Delivered
PO03860,SUP009,ITM12948,7/6/24,7/15/24,7/14/24,853,76.04,64862.12,Delivered
PO03861,SUP009,ITM10292,1/22/24,1/29/24,1/27/24,690,90.75,62617.5,Delivered
PO03862,SUP002,ITM11309,7/27/24,8/2/24,8/3/24,666,135.22,90056.52,Delivered
PO03863,SUP002,ITM11869,10/12/24,10/16/24,10/16/24,855,96.74,82712.7,Delivered
PO03864,SUP001,ITM12838,11/15/24,11/17/24,,926,86.11,79737.86,Open
PO03865,SUP008,ITM11786,4/4/24,4/12/24,4/10/24,324,48.79,15807.96,Delivered
PO03866,SUP004,ITM10482,3/3/24,3/8/24,,308,150.36,46310.88,Open
PO03867,SUP010,ITM11384,3/4/24,3/12/24,3/24/24,806,97.55,78625.3,Delayed
PO03868,SUP010,ITM12286,11/16/24,11/22/24,11/25/24,231,102.88,23765.28,Delivered
PO03869,SUP010,ITM11083,8/30/24,9/6/24,9/5/24,578,112.33,64926.74,Delivered
PO03870,SUP007,ITM13023,4/6/24,4/9/24,4/7/24,459,74.39,34145.01,Delivered
PO03871,SUP007,ITM11632,3/20/24,3/27/24,3/26/24,763,82.8,63176.4,Delivered
PO03872,SUP003,ITM11963,12/13/24,12/19/24,12/18/24,584,97.42,56893.28,Delivered
PO03873,SUP009,ITM10942,12/8/24,12/16/24,12/16/24,467,62.36,29122.12,Delivered
PO03874,SUP013,ITM11396,1/11/24,1/15/24,1/16/24,824,102.95,84830.8,Delivered
PO03875,SUP008,ITM12628,7/7/24,7/15/24,7/17/24,491,98.26,48245.66,Delivered
PO03876,SUP004,ITM10364,6/7/24,6/11/24,6/19/24,134,86.6,11604.4,Delayed
PO03877,SUP013,ITM10199,1/21/24,1/30/24,,348,82.93,28859.64,Open
PO03878,SUP010,ITM10240,11/19/24,11/22/24,11/22/24,818,45.93,37570.74,Delivered
PO03879,SUP007,ITM12280,5/28/24,5/31/24,,93,96.21,8947.53,Open
PO03880,SUP002,ITM10847,4/27/24,5/1/24,5/1/24,398,23.72,9440.56,Delivered
PO03881,SUP015,ITM10765,4/5/24,4/11/24,4/14/24,73,29.03,2119.19,Delivered
PO03882,SUP011,ITM11216,8/28/24,9/2/24,9/3/24,861,114.15,98283.15,Delivered
PO03883,SUP011,ITM12879,5/28/24,6/6/24,6/8/24,567,130.33,73897.11,Delivered
PO03884,SUP004,ITM10047,1/12/24,1/21/24,,798,9.3,7421.4,Open
PO03885,SUP009,ITM12144,5/3/24,5/6/24,5/8/24,581,96.22,55903.82,Delivered
PO03886,SUP011,ITM11670,5/21/24,5/23/24,5/22/24,526,92.41,48607.66,Delivered
PO03887,SUP010,ITM11730,12/22/24,12/29/24,1/1/25,398,106.5,42387,Delivered
PO03888,SUP003,ITM12435,12/17/24,12/20/24,12/20/24,294,87.11,25610.34,Delivered
PO03889,SUP001,ITM12674,4/20/24,4/29/24,4/29/24,248,89.7,22245.6,Delivered
PO03890,SUP003,ITM10641,5/11/24,5/14/24,5/17/24,175,64.08,11214,Delivered
PO03891,SUP004,ITM10512,4/23/24,4/26/24,,875,42.69,37353.75,Open
PO03892,SUP009,ITM12402,2/18/24,2/25/24,2/26/24,588,24.42,14358.96,Delivered
PO03893,SUP009,ITM12414,3/4/24,3/10/24,3/12/24,253,103.66,26225.98,Delivered
PO03894,SUP015,ITM12032,2/16/24,2/19/24,2/18/24,554,57.44,31821.76,Delivered
PO03895,SUP009,ITM13022,7/26/24,8/1/24,7/31/24,90,78.16,7034.4,Delivered
PO03896,SUP010,ITM12282,1/18/24,1/26/24,1/24/24,990,89.18,88288.2,Delivered
PO03897,SUP006,ITM10356,9/15/24,9/21/24,9/21/24,448,15.37,6885.76,Delivered
PO03898,SUP002,ITM12568,9/13/24,9/16/24,,847,15.53,13153.91,Open
PO03899,SUP012,ITM10196,9/25/24,10/1/24,10/5/24,983,62.51,61447.33,Delayed
PO03900,SUP008,ITM11782,1/14/24,1/22/24,,80,58.73,4698.4,Cancelled
PO03901,SUP005,ITM11859,6/20/24,6/23/24,,164,91.29,14971.56,Open
PO03902,SUP013,ITM11188,11/1/24,11/10/24,11/8/24,300,81.42,24426,Delivered
PO03903,SUP007,ITM12502,6/19/24,6/24/24,6/27/24,559,95.52,53395.68,Delivered
PO03904,SUP006,ITM11175,5/25/24,5/29/24,,660,47.83,31567.8,Open
PO03905,SUP008,ITM10732,7/31/24,8/2/24,8/15/24,746,70.34,52473.64,Delayed
PO03906,SUP005,ITM11859,7/7/24,7/10/24,7/10/24,187,99.93,18686.91,Delivered
PO03907,SUP004,ITM10990,2/9/24,2/11/24,2/9/24,877,59.2,51918.4,Delivered
PO03908,SUP008,ITM12606,9/26/24,10/4/24,10/6/24,343,38.56,13226.08,Delivered
PO03909,SUP013,ITM12347,5/29/24,6/4/24,6/5/24,592,17.81,10543.52,Delivered
PO03910,SUP006,ITM11998,1/14/24,1/18/24,1/19/24,249,93.61,23308.89,Delivered
PO03911,SUP008,ITM11571,3/21/24,3/26/24,4/8/24,666,51.03,33985.98,Delayed
PO03912,SUP009,ITM11630,2/7/24,2/12/24,2/12/24,393,97.32,38246.76,Delivered
PO03913,SUP013,ITM13027,2/9/24,2/14/24,2/12/24,762,143.03,108988.86,Delivered
PO03914,SUP007,ITM10550,5/30/24,6/6/24,6/8/24,467,136.7,63838.9,Delivered
PO03915,SUP012,ITM10711,1/22/24,1/27/24,,695,103.81,72147.95,Open
PO03916,SUP009,ITM11336,6/21/24,6/30/24,7/1/24,488,49.79,24297.52,Delivered
PO03917,SUP004,ITM12694,1/24/24,2/2/24,1/31/24,169,80.65,13629.85,Delivered
PO03918,SUP009,ITM11950,8/6/24,8/14/24,,68,93.94,6387.92,Open
PO03919,SUP014,ITM10000,4/8/24,4/12/24,4/16/24,582,91.53,53270.46,Delayed
PO03920,SUP011,ITM12270,7/3/24,7/12/24,7/14/24,140,31.58,4421.2,Delivered
PO03921,SUP005,ITM13065,1/14/24,1/21/24,1/24/24,516,54.57,28158.12,Delivered
PO03922,SUP015,ITM13007,4/18/24,4/23/24,4/22/24,836,80.05,66921.8,Delivered
PO03923,SUP009,ITM10232,6/23/24,6/28/24,6/29/24,571,13.14,7502.94,Delivered
PO03924,SUP005,ITM10050,8/11/24,8/13/24,8/14/24,691,124.8,86236.8,Delivered
PO03925,SUP001,ITM11057,8/5/24,8/12/24,,709,62.6,44383.4,Open
PO03926,SUP001,ITM11825,11/14/24,11/23/24,11/25/24,901,57.8,52077.8,Delivered
PO03927,SUP008,ITM10674,1/21/24,1/28/24,1/28/24,967,123.19,119124.73,Delivered
PO03928,SUP009,ITM11559,9/27/24,9/29/24,,848,58.04,49217.92,Cancelled
PO03929,SUP014,ITM12781,6/1/24,6/9/24,6/12/24,984,74.68,73485.12,Delivered
PO03930,SUP001,ITM10714,9/27/24,9/30/24,9/28/24,267,110.94,29620.98,Delivered
PO03931,SUP004,ITM12090,7/10/24,7/19/24,7/17/24,104,38.79,4034.16,Delivered
PO03932,SUP008,ITM10141,7/8/24,7/16/24,7/19/24,68,58.53,3980.04,Delivered
PO03933,SUP005,ITM10881,1/25/24,1/30/24,2/1/24,644,64.37,41454.28,Delivered
PO03934,SUP008,ITM12084,5/28/24,6/3/24,6/2/24,66,119.75,7903.5,Delivered
PO03935,SUP008,ITM10429,8/19/24,8/28/24,,646,108.36,70000.56,Cancelled
PO03936,SUP002,ITM11238,7/25/24,7/29/24,,773,43.13,33339.49,Open
PO03937,SUP010,ITM12395,11/16/24,11/18/24,11/20/24,636,113.28,72046.08,Delivered
PO03938,SUP014,ITM12567,12/2/24,12/9/24,12/11/24,707,82.17,58094.19,Delivered
PO03939,SUP012,ITM12580,11/3/24,11/10/24,11/13/24,744,48.22,35875.68,Delivered
PO03940,SUP002,ITM12497,8/21/24,8/29/24,8/31/24,352,36.28,12770.56,Delivered
PO03941,SUP014,ITM12781,7/6/24,7/14/24,7/17/24,632,68.32,43178.24,Delivered
PO03942,SUP003,ITM11288,6/18/24,6/24/24,6/24/24,71,90.75,6443.25,Delivered
PO03943,SUP015,ITM10563,6/7/24,6/12/24,6/11/24,229,20.26,4639.54,Delivered
PO03944,SUP012,ITM11691,2/25/24,3/2/24,3/1/24,351,57.49,20178.99,Delivered
PO03945,SUP001,ITM10670,8/8/24,8/10/24,8/12/24,106,94.27,9992.62,Delivered
PO03946,SUP015,ITM12002,12/24/24,1/1/25,1/3/25,534,106.65,56951.1,Delivered
PO03947,SUP006,ITM11167,11/23/24,11/27/24,11/28/24,963,97.03,93439.89,Delivered
PO03948,SUP003,ITM12865,8/14/24,8/18/24,8/17/24,366,118.43,43345.38,Delivered
PO03949,SUP010,ITM13131,4/26/24,5/3/24,5/2/24,383,18.63,7135.29,Delivered
PO03950,SUP010,ITM11323,11/4/24,11/9/24,11/23/24,299,14.56,4353.44,Delayed
PO03951,SUP004,ITM10830,9/23/24,10/2/24,10/4/24,825,75.19,62031.75,Delivered
PO03952,SUP004,ITM13104,5/25/24,5/31/24,,968,68.67,66472.56,Open
PO03953,SUP010,ITM10995,7/27/24,7/30/24,8/4/24,195,93,18135,Delayed
PO03954,SUP005,ITM11978,10/16/24,10/18/24,10/18/24,80,18.54,1483.2,Delivered
PO03955,SUP010,ITM12669,3/16/24,3/20/24,3/20/24,607,33.24,20176.68,Delivered
PO03956,SUP002,ITM13004,8/10/24,8/19/24,8/17/24,852,46.41,39541.32,Delivered
PO03957,SUP001,ITM10642,10/20/24,10/29/24,10/30/24,695,108.21,75205.95,Delivered
PO03958,SUP005,ITM12104,4/20/24,4/24/24,4/25/24,878,68.61,60239.58,Delivered
PO03959,SUP012,ITM12232,12/10/24,12/15/24,,953,47.59,45353.27,Open
PO03960,SUP007,ITM10250,4/7/24,4/14/24,,371,136.37,50593.27,Open
PO03961,SUP005,ITM10039,3/2/24,3/7/24,3/6/24,845,111.02,93811.9,Delivered
PO03962,SUP015,ITM10087,10/4/24,10/12/24,10/14/24,865,115.17,99622.05,Delivered
PO03963,SUP014,ITM12060,9/17/24,9/26/24,9/24/24,925,48.72,45066,Delivered
PO03964,SUP006,ITM11796,3/25/24,4/2/24,4/1/24,51,94.2,4804.2,Delivered
PO03965,SUP015,ITM10015,9/20/24,9/25/24,9/26/24,979,153.82,150589.78,Delivered
PO03966,SUP003,ITM10804,2/2/24,2/9/24,,169,22.57,3814.33,Cancelled
PO03967,SUP009,ITM12496,7/17/24,7/20/24,7/18/24,133,76.07,10117.31,Delivered
PO03968,SUP012,ITM12560,11/9/24,11/11/24,11/9/24,99,148.92,14743.08,Delivered
PO03969,SUP015,ITM11975,7/11/24,7/17/24,7/19/24,713,98.74,70401.62,Delivered
PO03970,SUP013,ITM10845,5/30/24,6/4/24,6/2/24,928,127.26,118097.28,Delivered
PO03971,SUP004,ITM12623,1/28/24,1/30/24,1/29/24,933,40.7,37973.1,Delivered
PO03972,SUP005,ITM11967,4/10/24,4/14/24,4/25/24,707,34.11,24115.77,Delayed
PO03973,SUP007,ITM12022,3/14/24,3/23/24,3/23/24,275,44.04,12111,Delivered
PO03974,SUP006,ITM12920,5/18/24,5/26/24,5/27/24,501,41.05,20566.05,Delivered
PO03975,SUP010,ITM10894,5/24/24,5/28/24,5/26/24,781,42.63,33294.03,Delivered
PO03976,SUP001,ITM11544,3/12/24,3/21/24,3/22/24,737,13.23,9750.51,Delivered
PO03977,SUP006,ITM11625,3/11/24,3/20/24,3/22/24,867,36.96,32044.32,Delivered
PO03978,SUP010,ITM12133,9/8/24,9/11/24,9/12/24,994,39.98,39740.12,Delivered
PO03979,SUP001,ITM12142,1/25/24,1/30/24,,628,103.18,64797.04,Cancelled
PO03980,SUP015,ITM12872,11/4/24,11/7/24,11/7/24,73,126.9,9263.7,Delivered
PO03981,SUP006,ITM12233,9/25/24,10/2/24,10/2/24,118,74.74,8819.32,Delivered
PO03982,SUP012,ITM11489,4/11/24,4/13/24,4/12/24,141,29.26,4125.66,Delivered
PO03983,SUP013,ITM10915,6/9/24,6/12/24,6/11/24,257,61.3,15754.1,Delivered
PO03984,SUP003,ITM11690,7/24/24,7/31/24,8/2/24,999,44.12,44075.88,Delivered
PO03985,SUP004,ITM12511,1/6/24,1/14/24,1/13/24,744,91.57,68128.08,Delivered
